user_id,name,age,email_id,email_domain,email_breach_history,email_isValid,email_domainValidation,email_Microsoft,email_LinkedIn,email_Meta,email_DisposableId,email_emailAge,phone_number,phone_carrier,phone_disposableSim,phone_phoneAge
ed7376,James Garcia,73,wufqiyrl@hotmail.com,hotmail,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,3617153864,AT&T,FALSE,5
yx3357,Ava Smith,24,rskdtcom@hotmail.com,hotmail,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3,2610569098,Airtel,TRUE,2
si9339,John Martinez,23,uwgmvuqu@hotmail.com,hotmail,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,8977718654,Verizon,TRUE,3
st6786,Olivia Martinez,45,uffzgcjm@outlook.com,outlook,2,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,8,8872237803,AT&T,FALSE,4
db0906,John Davis,44,beevhayo@hotmail.com,hotmail,0,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,7,4467079902,Verizon,FALSE,4
vu1559,John Brown,64,hkdbonvw@outlook.com,outlook,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,8,3005880633,Airtel,FALSE,5
cf5547,Emma Brown,19,btfonkwi@aol.com,aol,3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,9,9278225044,AT&T,TRUE,5
gb4480,William Davis,58,oaijepqv@yahoo.com,yahoo,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,6,2319851025,AT&T,FALSE,3
uj2069,Michael Jones,44,qnabnyel@yahoo.com,yahoo,0,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2,5990359079,Airtel,TRUE,3
kw9405,Michael Brown,73,yadgyjny@fakeemail.net,fakeemail,4,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,10,3897554015,Airtel,TRUE,2
kz2370,Alexander Martinez,30,kuzckwvk@gmail.com,gmail,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,6153402572,AT&T,FALSE,2
do9386,Alexander Davis,64,mqskapez@outlook.com,outlook,5,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,6047345201,AT&T,TRUE,3
sb1256,Sophia Williams,31,olkftnfy@gmail.com,gmail,5,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,2,7544801458,Verizon,TRUE,3
gp7331,Ava Brown,29,pylnjhsm@gmail.com,gmail,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,3147466987,T-Mobile,FALSE,4
og7599,Sophia Smith,69,wovfndew@outlook.com,outlook,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,7,3266881831,T-Mobile,FALSE,3
ih9308,John Garcia,42,lfspfelw@aol.com,aol,3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2,5066294972,Verizon,FALSE,1
ba8699,Isabella Rodriguez,77,dapsoydl@yahoo.com,yahoo,0,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4,5981711644,AT&T,TRUE,5
nq0368,Isabella Miller,50,wuiytnts@yahoo.com,yahoo,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4,9061403625,AT&T,TRUE,2
yj3052,Ava Williams,18,qbrybfiw@hotmail.com,hotmail,3,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,8,6680555836,Sprint,TRUE,4
xg1075,Olivia Smith,61,uzbgliqz@aol.com,aol,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,5,6404071016,Airtel,FALSE,2
bd9293,Alexander Smith,65,tsmnruhk@gmail.com,gmail,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,9,6913566142,T-Mobile,TRUE,5
yi2850,Ava Garcia,38,fqphsmrk@yahoo.com,yahoo,4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,5857594139,AT&T,FALSE,4
km3138,James Smith,36,huslnhvz@outlook.com,outlook,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,8,9772607228,Verizon,FALSE,3
jn9559,Isabella Miller,42,fdvvizua@fakeemail.net,fakeemail,1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,6,8306683978,Airtel,TRUE,1
eg2588,Michael Rodriguez,66,kshajsmo@hotmail.com,hotmail,0,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,8,5301944663,Verizon,FALSE,5
wb2223,Olivia Jones,71,fiaxwsrp@hotmail.com,hotmail,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,4,8799629004,T-Mobile,TRUE,3
ga9250,Ava Miller,32,vsfczptg@aol.com,aol,4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,7060802200,AT&T,TRUE,5
lg0124,Emma Smith,19,dgelotgn@spam.xyz,spam,3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,1,1315680501,Sprint,FALSE,5
hn4259,Isabella Jones,68,qtsynhqr@yahoo.com,yahoo,3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,5527801549,Airtel,FALSE,3
hl7672,James Jones,29,tctooacs@hotmail.com,hotmail,4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,10,5498191536,AT&T,FALSE,5
hn3636,Olivia Williams,35,szntzcco@yahoo.com,yahoo,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,9,3791300988,T-Mobile,FALSE,4
rb6143,Michael Garcia,51,iaggdtkc@yahoo.com,yahoo,4,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2,6912270146,T-Mobile,FALSE,4
lj7518,Sophia Brown,59,gsjeaqoy@outlook.com,outlook,4,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2,7889910993,Vodafone,FALSE,1
mc9558,Sophia Williams,34,hwmbrssv@yahoo.com,yahoo,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,2,7226880914,Airtel,FALSE,4
iq6474,John Davis,70,sbnudhiy@disposable.cc,disposable,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,1,3629602190,Airtel,TRUE,5
xo2094,Sophia Garcia,64,rstvonif@hotmail.com,hotmail,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,4,1766909701,Verizon,FALSE,1
vc7489,Sophia Smith,38,nkqkngbp@hotmail.com,hotmail,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,7,1916330840,Airtel,TRUE,5
hj0884,Isabella Rodriguez,39,qjkaixtb@outlook.com,outlook,4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,6150807349,Verizon,TRUE,1
hr4242,John Garcia,64,yedumila@outlook.com,outlook,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,7,4139380890,Airtel,FALSE,1
dm2679,Sophia Garcia,21,zqfhzaji@outlook.com,outlook,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4,7638035096,AT&T,TRUE,1
zy9214,Emma Williams,65,uzlyyllr@aol.com,aol,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,5,7293619441,Vodafone,TRUE,4
ai6084,James Garcia,28,xpgsbeqw@throwaway.com,throwaway,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4,7138878824,Airtel,FALSE,1
oh5276,William Brown,25,aqxlqthc@gmail.com,gmail,2,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,10,5814740247,T-Mobile,TRUE,4
fm0479,James Garcia,40,gqrmjupu@hotmail.com,hotmail,2,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,7,9236598418,Verizon,TRUE,1
co7228,Olivia Miller,36,xadxzqlc@gmail.com,gmail,4,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,2,6203240838,Vodafone,TRUE,2
ch8543,Isabella Davis,59,vfzsycey@gmail.com,gmail,3,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,9883821264,Airtel,FALSE,5
ge9121,William Davis,23,msyhkucs@gmail.com,gmail,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,8218249631,Airtel,FALSE,1
gd7552,Michael Williams,44,lycbbwyq@spam.xyz,spam,4,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,8306091617,Vodafone,FALSE,5
be4356,William Davis,58,hwvkgend@aol.com,aol,0,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2,1838276114,Sprint,TRUE,3
nb0951,John Garcia,80,hazbbarj@fakeemail.net,fakeemail,2,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,8,1122710830,Sprint,TRUE,1
wg7330,Ava Jones,63,qmflajwg@outlook.com,outlook,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,3768494630,Sprint,FALSE,3
vh1077,Emma Martinez,56,vlflzzvg@aol.com,aol,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,10,6866471637,T-Mobile,TRUE,2
lr8279,Michael Davis,70,fqeznjhn@yahoo.com,yahoo,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,7,9482226241,Verizon,TRUE,1
wl3872,Emma Garcia,36,qztwibrd@aol.com,aol,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,10,3073608246,Airtel,FALSE,3
sg4625,Ava Rodriguez,22,gjqtopgi@hotmail.com,hotmail,5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,4,2379424329,Verizon,TRUE,1
cm1959,Alexander Davis,23,tahigwvq@aol.com,aol,4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5,7030433104,AT&T,TRUE,1
ai4379,John Brown,21,bbwpxvgw@gmail.com,gmail,4,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,8,7074123357,Sprint,FALSE,4
ey8420,Emma Williams,44,ivwurzjb@aol.com,aol,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,3685278880,AT&T,TRUE,1
dv1211,James Williams,44,qvfmgvdi@hotmail.com,hotmail,4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,6413875699,Airtel,TRUE,2
uu3797,Emma Brown,33,xpnvftik@throwaway.com,throwaway,5,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,8,1741380836,Vodafone,TRUE,3
qe1083,William Martinez,32,fscimpgr@yahoo.com,yahoo,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3,2215068388,Verizon,FALSE,1
lo0686,John Williams,59,artdsqpw@gmail.com,gmail,2,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,7,1374860507,T-Mobile,TRUE,4
ax8048,Michael Miller,46,eyiiqflg@gmail.com,gmail,2,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,6,1198744114,Airtel,FALSE,1
nh8568,William Brown,46,twfxyyyl@outlook.com,outlook,0,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,8,9192745630,Vodafone,TRUE,4
fm0247,Isabella Miller,72,qjbaoohe@outlook.com,outlook,3,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,2,5851046443,Verizon,FALSE,4
ar8039,William Johnson,76,hflknewm@aol.com,aol,4,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,7,1289653784,Airtel,FALSE,2
pm8804,John Smith,62,vhpojpfw@outlook.com,outlook,3,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,9,3528339191,T-Mobile,FALSE,4
wb4885,John Smith,28,mqavsecd@gmail.com,gmail,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4,6212851307,Verizon,FALSE,3
ql1984,William Williams,49,fwotywic@hotmail.com,hotmail,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7,2412543675,Sprint,FALSE,1
pl0234,James Brown,56,pwjuyruq@outlook.com,outlook,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,5,2476677899,Vodafone,TRUE,5
le8758,Emma Martinez,38,youowcrh@gmail.com,gmail,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,8,2612562015,T-Mobile,TRUE,1
dt6667,Alexander Garcia,41,pwaiflbq@hotmail.com,hotmail,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,10,8429205629,Airtel,FALSE,4
jj6034,Ava Davis,36,cbspmuhu@aol.com,aol,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1,7291677627,Verizon,TRUE,1
